voter_country,receiver_country,Score
Albania,Armenia,-0.7384920634920635
Albania,Australia,0.9900675255921995
Albania,Austria,-0.8361018826135105
Albania,Azerbaijan,-0.6196546948985974
Albania,Belgium,-0.6219093406593407
Albania,Bulgaria,3.596590425078797
Albania,Croatia,2.938178780284043
Albania,Cyprus,1.2762434705668428
Albania,Czechia,-1.3239329268292683
Albania,France,0.0016136515392312248
Albania,Georgia,-0.5714285714285714
Albania,Germany,0.7296142488002952
Albania,Hungary,0.1786637135474344
Albania,Israel,-1.331324251040942
Albania,Italy,5.541981762013193
Albania,Latvia,-1.5
Albania,Lithuania,-1.7394406465627397
Albania,Malta,-0.6912951547097889
Albania,Poland,-1.2546209273182958
Albania,Russia,0.6298132761547396
Albania,Serbia,-1.9387170449138686
Albania,Spain,-0.12807173918915268
Albania,Sweden,-0.7966157204233959
Albania,Netherlands,0.5923743348729168
Albania,Ukraine,-1.7701000937047446
Albania,United Kingdom,0.21570724054416615
Armenia,Australia,-1.4099324744078006
Armenia,Austria,1.8305647840531563
Armenia,Azerbaijan,-1.313029907084785
Armenia,Belgium,-0.8035714285714285
Armenia,Bulgaria,-2.281469176818014
Armenia,Croatia,-1.619047619047619
Armenia,Cyprus,5.557133190321236
Armenia,Czechia,0.6760670731707317
Armenia,France,4.241198832778676
Armenia,Georgia,7.428571428571429
Armenia,Germany,-0.7244629014396456
Armenia,Hungary,-1.154669619785899
Armenia,Israel,1.7049750013149723
Armenia,Italy,-1.342046918676915
Armenia,Latvia,-1.5
Armenia,Lithuania,-1.5756644518272427
Armenia,Malta,5.065621370499419
Armenia,Poland,-1.2546209273182958
Armenia,Russia,4.726771196283392
Armenia,Serbia,-1.14775528050131
Armenia,Spain,0.04631391297301679
Armenia,Sweden,0.17317909540347384
Armenia,Netherlands,0.11084920184750006
Armenia,Ukraine,-0.39560616657923886
Armenia,United Kingdom,-0.9411513113470006
Australia,Armenia,-1.4051587301587303
Australia,Austria,1.2676604301451304
Australia,Azerbaijan,-1.0196546948985972
Australia,Belgium,2.012998843262001
Australia,Bulgaria,0.0965904250787972
Australia,Croatia,-0.39515455304928987
Australia,Cyprus,0.6095768039001762
Australia,Czechia,-0.07393292682926828
Australia,France,0.14447079439637409
Australia,Georgia,-0.5714285714285714
Australia,Germany,-0.27038575119970465
Australia,Hungary,-2.1546696197858988
Australia,Israel,0.5020090822923914
Australia,Italy,-2.2711967162477653
Australia,Latvia,-1.5
Australia,Lithuania,-0.48944064656273967
Australia,Malta,5.308704845290211
Australia,Poland,-1.9623015873015872
Australia,Russia,-4.036853390511927
Australia,Serbia,-0.5387170449138686
Australia,Spain,0.03859492747751392
Australia,Sweden,1.060527136719461
Australia,Netherlands,-0.5742923317937499
Australia,Ukraine,0.2298999062952552
Australia,United Kingdom,2.3823739072108325
Austria,Armenia,-1.4051587301587303
Austria,Australia,-0.40993247440780056
Austria,Azerbaijan,-1.0196546948985972
Austria,Belgium,0.12809065934065944
Austria,Bulgaria,-0.6534095749212028
Austria,Croatia,2.60484544695071
Austria,Cyprus,-1.7632446774250519
Austria,Czechia,1.6760670731707317
Austria,France,-1.112152494256862
Austria,Georgia,-0.5714285714285714
Austria,Germany,1.7118498072423587
Austria,Hungary,0.5119970468807679
Austria,Israel,-0.9979909177076086
Austria,Italy,1.6848389048703365
Austria,Latvia,-1.5
Austria,Lithuania,-1.9894406465627397
Austria,Malta,-0.02462848804312216
Austria,Poland,3.0376984126984126
Austria,Russia,-1.3701867238452603
Austria,Serbia,5.061282955086131
Austria,Spain,-1.1280717391891526
Austria,Sweden,-0.5109014347091103
Austria,Netherlands,0.5923743348729169
Austria,Ukraine,0.029302553491660038
Austria,United Kingdom,0.3823739072108328
Azerbaijan,Armenia,-1.4051587301587303
Azerbaijan,Australia,-0.8099324744078006
Azerbaijan,Austria,-1.5027685492801772
Azerbaijan,Belgium,-0.8719093406593407
Azerbaijan,Bulgaria,1.5965904250787972
Azerbaijan,Croatia,-1.619047619047619
Azerbaijan,Cyprus,0.7762434705668428
Azerbaijan,Czechia,0.5566431322207959
Azerbaijan,France,-0.44548582759019517
Azerbaijan,Georgia,0.4285714285714286
Azerbaijan,Germany,-0.103719084533038
Azerbaijan,Hungary,2.5119970468807677
Azerbaijan,Israel,4.835342415625725
Azerbaijan,Italy,0.39912461915605074
Azerbaijan,Latvia,-1.5
Azerbaijan,Lithuania,-2.7394406465627394
Azerbaijan,Malta,2.308704845290211
Azerbaijan,Poland,-1.628968253968254
Azerbaijan,Russia,4.296479942821406
Azerbaijan,Serbia,-1.3387170449138686
Azerbaijan,Spain,0.7052615941441807
Azerbaijan,Sweden,-0.36804429185196735
Azerbaijan,Netherlands,-0.40762566512708326
Azerbaijan,Ukraine,1.8626358868249937
Azerbaijan,United Kingdom,0.3823739072108328
Belarus,Armenia,1.6547619047619047
Belarus,Australia,-1.2499155930097507
Belarus,Austria,-1.5027685492801772
Belarus,Azerbaijan,2.940960123886953
Belarus,Belgium,-0.6428571428571427
Belarus,Bulgaria,1.0518641565153193
Belarus,Croatia,-1.619047619047619
Belarus,Cyprus,-1.4220045647300326
Belarus,Czechia,-0.05691056910569106
Belarus,France,-0.7592543824109337
Belarus,Georgia,-0.5714285714285714
Belarus,Germany,-0.868078626799557
Belarus,Hungary,2.1786637135474347
Belarus,Israel,-0.15167598519839012
Belarus,Italy,-2.68083353591011
Belarus,Latvia,3.5
Belarus,Lithuania,-2.200996677740864
Belarus,Malta,-0.4343786295005807
Belarus,Poland,-0.13095238095238088
Belarus,Russia,1.167440960123887
Belarus,Serbia,-1.6553403740017467
Belarus,Spain,-0.517107608783729
Belarus,Sweden,-1.0165471463684734
Belarus,Netherlands,0.4010615023093751
Belarus,Ukraine,3.990217792543374
Belarus,United Kingdom,-0.28268913918375066
Belgium,Armenia,1.8474467418546365
Belgium,Australia,-0.009932474407800576
Belgium,Austria,0.4972314507198228
Belgium,Azerbaijan,-1.2196546948985971
Belgium,Bulgaria,-0.4034095749212028
Belgium,Croatia,-1.619047619047619
Belgium,Cyprus,-0.5632446774250518
Belgium,Czechia,-1.0739329268292683
Belgium,France,4.001613651539231
Belgium,Georgia,-0.5714285714285714
Belgium,Germany,-0.27038575119970465
Belgium,Hungary,-1.8213362864525655
Belgium,Israel,0.16867574895905801
Belgium,Italy,0.6848389048703364
Belgium,Latvia,-1.5
Belgium,Lithuania,-0.9894406465627397
Belgium,Malta,-0.02462848804312216
Belgium,Poland,3.995379072681704
Belgium,Russia,-3.37018672384526
Belgium,Serbia,-2.138717044913869
Belgium,Spain,0.7052615941441805
Belgium,Sweden,0.20338427957660402
Belgium,Netherlands,7.42570766820625
Belgium,Ukraine,-1.47069744650834
Belgium,United Kingdom,-0.4509594261225005
Bosnia & Herzegovina,Armenia,-3.1904761904761907
Bosnia & Herzegovina,Australia,-1.5476190476190474
Bosnia & Herzegovina,Austria,2.142857142857143
Bosnia & Herzegovina,Azerbaijan,6.261904761904762
Bosnia & Herzegovina,Belgium,-1.2142857142857142
Bosnia & Herzegovina,Bulgaria,-2.2857142857142856
Bosnia & Herzegovina,Croatia,9.214285714285714
Bosnia & Herzegovina,Cyprus,-1.2619047619047619
Bosnia & Herzegovina,Czechia,0.0
Bosnia & Herzegovina,France,1.4047619047619047
Bosnia & Herzegovina,Georgia,-0.5714285714285714
Bosnia & Herzegovina,Germany,-0.23809523809523808
Bosnia & Herzegovina,Hungary,-0.33333333333333326
Bosnia & Herzegovina,Israel,-0.2619047619047619
Bosnia & Herzegovina,Italy,-0.8095238095238095
Bosnia & Herzegovina,Latvia,-1.5
Bosnia & Herzegovina,Lithuania,-2.2857142857142856
Bosnia & Herzegovina,Malta,-0.38095238095238093
Bosnia & Herzegovina,Poland,-5.285714285714286
Bosnia & Herzegovina,Russia,-2.595238095238095
Bosnia & Herzegovina,Serbia,10.095238095238095
Bosnia & Herzegovina,Spain,-0.23809523809523808
Bosnia & Herzegovina,Sweden,-3.3095238095238093
Bosnia & Herzegovina,Netherlands,-0.9285714285714286
Bosnia & Herzegovina,Ukraine,-0.6904761904761907
Bosnia & Herzegovina,United Kingdom,-0.19047619047619047
Bulgaria,Armenia,2.9281746031746025
Bulgaria,Australia,0.03636489479512739
Bulgaria,Austria,1.1638981173864893
Bulgaria,Azerbaijan,0.3351877289377289
Bulgaria,Belgium,-0.8719093406593407
Bulgaria,Croatia,-1.119047619047619
Bulgaria,Cyprus,3.2410661044381976
Bulgaria,Czechia,-0.7083333333333334
Bulgaria,France,1.850782860550303
Bulgaria,Georgia,-0.5714285714285714
Bulgaria,Germany,-0.7244629014396456
Bulgaria,Hungary,1.5119970468807677
Bulgaria,Israel,0.9335335207428233
Bulgaria,Italy,-0.49128971803390387
Bulgaria,Latvia,-1.5
Bulgaria,Lithuania,-2.7394406465627394
Bulgaria,Malta,-0.793040293040293
Bulgaria,Poland,-0.9623015873015873
Bulgaria,Russia,3.9203296703296706
Bulgaria,Serbia,2.6558719865405913
Bulgaria,Spain,0.3048504983388704
Bulgaria,Sweden,-1.382656103586336
Bulgaria,Netherlands,-0.6159800664451828
Bulgaria,Ukraine,0.02989990629525523
Bulgaria,United Kingdom,-0.5265171650055371
Croatia,Armenia,-1.4051587301587303
Croatia,Australia,-0.6099324744078005
Croatia,Austria,0.4972314507198228
Croatia,Azerbaijan,-0.8196546948985974
Croatia,Belgium,-0.6219093406593407
Croatia,Bulgaria,-1.1534095749212028
Croatia,Cyprus,-0.36324467742505173
Croatia,Czechia,0.35664313222079586
Croatia,France,-0.11215249425686187
Croatia,Georgia,-0.5714285714285714
Croatia,Germany,-0.103719084533038
Croatia,Hungary,2.845330380214101
Croatia,Israel,-0.6646575843742754
Croatia,Italy,2.8276960477274793
Croatia,Latvia,-1.5
Croatia,Lithuania,-1.9894406465627397
Croatia,Malta,-0.6912951547097889
Croatia,Poland,-1.628968253968254
Croatia,Russia,-2.036853390511927
Croatia,Serbia,8.314227023975285
Croatia,Spain,-0.12807173918915268
Croatia,Sweden,-0.9394728632805389
Croatia,Netherlands,-0.7409589984604166
Croatia,Ukraine,-0.17010009370474477
Croatia,United Kingdom,-0.9509594261225005
Cyprus,Armenia,2.0974467418546365
Cyprus,Australia,-0.20993247440780055
Cyprus,Austria,-1.5027685492801772
Cyprus,Azerbaijan,-1.2196546948985971
Cyprus,Belgium,-1.3719093406593406
Cyprus,Bulgaria,6.596590425078797
Cyprus,Croatia,-1.619047619047619
Cyprus,Czechia,0.6760670731707317
Cyprus,France,1.287327937253517
Cyprus,Georgia,-0.5714285714285714
Cyprus,Germany,-0.103719084533038
Cyprus,Hungary,-0.8213362864525654
Cyprus,Israel,2.5020090822923913
Cyprus,Italy,1.5419817620131937
Cyprus,Latvia,-1.5
Cyprus,Lithuania,1.2605593534372603
Cyprus,Malta,-0.3579618213764555
Cyprus,Poland,-1.0046209273182958
Cyprus,Russia,1.9631466094880732
Cyprus,Serbia,-1.1387170449138686
Cyprus,Spain,0.7052615941441805
Cyprus,Sweden,-1.0823300061376817
Cyprus,Netherlands,-0.5742923317937499
Cyprus,Ukraine,0.52930255349166
Cyprus,United Kingdom,0.04904057387749953
Czechia,Armenia,1.5974467418546365
Czechia,Australia,0.19006752559219947
Czechia,Austria,-0.16943521594684388
Czechia,Azerbaijan,3.3803453051014025
Czechia,Belgium,-0.8719093406593407
Czechia,Bulgaria,0.8465904250787972
Czechia,Croatia,-0.7284878863826232
Czechia,Cyprus,-0.36324467742505173
Czechia,France,-1.9454858275901952
Czechia,Georgia,-0.5714285714285714
Czechia,Germany,-0.103719084533038
Czechia,Hungary,-1.154669619785899
Czechia,Israel,1.168675748959058
Czechia,Italy,-3.029446809415378
Czechia,Latvia,-1.5
Czechia,Lithuania,-2.4894406465627394
Czechia,Malta,-0.6912951547097889
Czechia,Poland,1.7043650793650793
Czechia,Russia,3.2964799428214064
Czechia,Serbia,-0.5387170449138686
Czechia,Spain,-0.29473840585581934
Czechia,Sweden,-1.2251871489948247
Czechia,Netherlands,-0.9076256651270832
Czechia,Ukraine,5.195969220158326
Czechia,United Kingdom,-0.6176260927891671
Denmark,Armenia,-1.4051587301587303
Denmark,Australia,1.5900675255921994
Denmark,Austria,2.1638981173864895
Denmark,Azerbaijan,-0.21965469489859735
Denmark,Belgium,2.212998843262001
Denmark,Bulgaria,-1.1534095749212028
Denmark,Croatia,-1.619047619047619
Denmark,Cyprus,-1.390423196099824
Denmark,Czechia,0.1760670731707317
Denmark,France,-1.4454858275901952
Denmark,Georgia,-0.5714285714285714
Denmark,Germany,1.3962809154669618
Denmark,Hungary,-1.154669619785899
Denmark,Israel,-1.8239048907228146
Denmark,Italy,-3.1723039522725207
Denmark,Latvia,-1.5
Denmark,Lithuania,1.5105593534372603
Denmark,Malta,-0.02462848804312216
Denmark,Poland,0.7453790726817042
Denmark,Russia,-4.3701867238452605
Denmark,Serbia,-2.5387170449138687
Denmark,Spain,-0.961405072522486
Denmark,Sweden,6.7748128510051755
Denmark,Netherlands,1.7590410015395832
Denmark,Ukraine,-1.8040307798416737
Denmark,United Kingdom,0.5490405738774995
Estonia,Armenia,-1.4051587301587303
Estonia,Australia,0.5662843415022715
Estonia,Austria,2.497231450719823
Estonia,Azerbaijan,-1.0196546948985972
Estonia,Belgium,1.1280906593406594
Estonia,Bulgaria,-1.9034095749212028
Estonia,Croatia,-1.619047619047619
Estonia,Cyprus,-0.5632446774250518
Estonia,Czechia,-0.0739329268292683
Estonia,France,-0.6121524942568618
Estonia,Georgia,-0.5714285714285714
Estonia,Germany,-0.2703857511997047
Estonia,Hungary,1.511997046880768
Estonia,Israel,-1.8239048907228146
Estonia,Italy,-1.600875380843949
Estonia,Latvia,5.5
Estonia,Lithuania,5.366342219591914
Estonia,Malta,-0.6912951547097889
Estonia,Poland,-1.7546209273182958
Estonia,Russia,4.296479942821406
Estonia,Serbia,-2.5387170449138687
Estonia,Spain,-1.1280717391891526
Estonia,Sweden,2.203384279576604
Estonia,Netherlands,0.25904100153958337
Estonia,Ukraine,-0.13736411317500666
Estonia,United Kingdom,-0.11762609278916714
North Macedonia,Armenia,0.9281746031746031
North Macedonia,Australia,-1.0099324744078007
North Macedonia,Austria,-1.5027685492801772
North Macedonia,Azerbaijan,-0.4196546948985973
North Macedonia,Belgium,0.12809065934065939
North Macedonia,Bulgaria,3.596590425078797
North Macedonia,Croatia,5.880952380952381
North Macedonia,Cyprus,0.8367553225749484
North Macedonia,Czechia,1.1760670731707317
North Macedonia,France,-0.4454858275901952
North Macedonia,Georgia,-0.5714285714285714
North Macedonia,Germany,-0.603719084533038
North Macedonia,Hungary,-1.154669619785899
North Macedonia,Israel,-1.0239048907228148
North Macedonia,Italy,0.5621366170855678
North Macedonia,Latvia,-1.5
North Macedonia,Lithuania,-2.4894406465627394
North Macedonia,Malta,1.3087048452902108
North Macedonia,Poland,-2.2956349206349205
North Macedonia,Russia,-2.7035200571785936
North Macedonia,Serbia,8.661282955086131
North Macedonia,Spain,0.37192826081084734
North Macedonia,Sweden,-1.0302622001430848
North Macedonia,Netherlands,-0.40762566512708326
North Macedonia,Ukraine,-1.3701000937047447
North Macedonia,United Kingdom,-0.9509594261225005
Finland,Armenia,-1.4051587301587303
Finland,Australia,2.0662843415022714
Finland,Austria,1.5176604301451304
Finland,Azerbaijan,-1.2196546948985971
Finland,Belgium,0.6280906593406593
Finland,Bulgaria,-0.9034095749212028
Finland,Croatia,-0.7284878863826232
Finland,Cyprus,-1.5632446774250517
Finland,Czechia,1.756643132220796
Finland,France,0.22118083907647149
Finland,Georgia,-0.5714285714285714
Finland,Germany,0.14042123581378702
Finland,Hungary,1.845330380214101
Finland,Israel,-0.4239048907228146
Finland,Italy,-0.6045300495810988
Finland,Latvia,0.5
Finland,Lithuania,-0.9894406465627397
Finland,Malta,-0.6912951547097889
Finland,Poland,-1.2956349206349207
Finland,Russia,-1.3701867238452603
Finland,Serbia,-1.1387170449138686
Finland,Spain,-0.7947384058558193
Finland,Sweden,3.1364044665235817
Finland,Netherlands,-0.40762566512708326
Finland,Ukraine,1.0298999062952554
Finland,United Kingdom,-0.2842927594558338
France,Armenia,7.347446741854637
France,Australia,-0.40993247440780056
France,Austria,1.1638981173864893
France,Azerbaijan,-1.2196546948985971
France,Belgium,1.0129988432620012
France,Bulgaria,-1.4034095749212028
France,Croatia,-1.619047619047619
France,Cyprus,-1.3632446774250517
France,Czechia,-1.3239329268292683
France,Georgia,-0.5714285714285714
France,Germany,-0.603719084533038
France,Hungary,-1.4880029531192323
France,Israel,5.168675748959059
France,Italy,1.6848389048703365
France,Latvia,-1.5
France,Lithuania,-2.7394406465627394
France,Malta,-0.6912951547097889
France,Poland,1.0376984126984128
France,Russia,-2.7035200571785936
France,Serbia,-0.13871704491386855
France,Spain,2.0385949274775137
France,Sweden,-2.0823300061376817
France,Netherlands,-0.7409589984604166
France,Ukraine,1.362635886824993
France,United Kingdom,-0.6176260927891671
Georgia,Armenia,9.597446741854636
Georgia,Australia,-1.4099324744078006
Georgia,Austria,-1.1694352159468437
Georgia,Azerbaijan,5.180345305101403
Georgia,Belgium,-1.8719093406593406
Georgia,Bulgaria,-1.1534095749212028
Georgia,Croatia,-1.728487886382623
Georgia,Cyprus,2.8367553225749482
Georgia,Czechia,-1.3239329268292683
Georgia,France,-0.2788191609235285
Georgia,Germany,-0.603719084533038
Georgia,Hungary,-1.4880029531192323
Georgia,Israel,1.3353424156257248
Georgia,Italy,-1.3151610951296635
Georgia,Latvia,4.5
Georgia,Lithuania,3.766342219591914
Georgia,Malta,-0.6912951547097889
Georgia,Poland,-1.628968253968254
Georgia,Russia,0.963146609488073
Georgia,Serbia,-1.1387170449138686
Georgia,Spain,-0.29473840585581934
Georgia,Sweden,-1.0823300061376817
Georgia,Netherlands,-0.7409589984604166
Georgia,Ukraine,2.6959692201583265
Georgia,United Kingdom,-0.2842927594558338
Germany,Armenia,-0.7384920634920635
Germany,Australia,0.39006752559219937
Germany,Austria,2.4972314507198226
Germany,Azerbaijan,-1.2196546948985971
Germany,Belgium,0.6129988432620012
Germany,Bulgaria,-1.4034095749212028
Germany,Croatia,2.6048454469507103
Germany,Cyprus,-0.7632446774250516
Germany,Czechia,0.6760670731707317
Germany,France,-0.6121524942568618
Germany,Georgia,-0.5714285714285714
Germany,Hungary,-0.4880029531192322
Germany,Israel,0.17609510927718536
Germany,Italy,1.399124619156051
Germany,Latvia,-1.5
Germany,Lithuania,1.2605593534372603
Germany,Malta,-0.6912951547097889
Germany,Poland,3.245379072681704
Germany,Russia,2.62981327615474
Germany,Serbia,-0.5387170449138686
Germany,Spain,-0.961405072522486
Germany,Sweden,-0.9394728632805389
Germany,Netherlands,0.9257076682062501
Germany,Ukraine,-0.8040307798416734
Germany,United Kingdom,0.2157072405441662
Greece,Armenia,1.5974467418546365
Greece,Australia,-0.009932474407800559
Greece,Austria,-1.1694352159468437
Greece,Azerbaijan,-0.8196546948985974
Greece,Belgium,-0.6219093406593407
Greece,Bulgaria,1.8465904250787972
Greece,Croatia,-1.619047619047619
Greece,Cyprus,10.109576803900175
Greece,Czechia,0.3566431322207959
Greece,France,0.8587565086820883
Greece,Georgia,-0.5714285714285714
Greece,Germany,-0.27038575119970465
Greece,Hungary,-1.4880029531192323
Greece,Israel,-0.16465758437427533
Greece,Italy,1.9705531905846223
Greece,Latvia,-1.5
Greece,Lithuania,-2.7394406465627394
Greece,Malta,0.3087048452902112
Greece,Poland,-1.9623015873015872
Greece,Russia,0.6298132761547396
Greece,Serbia,-0.9387170449138686
Greece,Spain,1.3719282608108472
Greece,Sweden,-0.9394728632805388
Greece,Netherlands,-0.5742923317937499
Greece,Ukraine,-1.570100093704745
Greece,United Kingdom,-0.11762609278916714
Hungary,Armenia,-1.8452380952380953
Hungary,Australia,-1.2499155930097507
Hungary,Austria,1.4972314507198228
Hungary,Azerbaijan,-1.0590398761130468
Hungary,Belgium,0.3571428571428573
Hungary,Bulgaria,0.718530823181986
Hungary,Croatia,0.8809523809523809
Hungary,Cyprus,1.3279954352699674
Hungary,Czechia,0.9430894308943089
Hungary,France,-1.0092543824109337
Hungary,Georgia,-0.5714285714285714
Hungary,Germany,-0.618078626799557
Hungary,Israel,0.3483240148016099
Hungary,Italy,-0.9308335359101099
Hungary,Latvia,-1.5
Hungary,Lithuania,-2.200996677740864
Hungary,Malta,-0.4343786295005807
Hungary,Poland,0.8690476190476191
Hungary,Russia,1.2267711962833916
Hungary,Serbia,-1.6553403740017467
Hungary,Spain,-0.517107608783729
Hungary,Sweden,0.23345285363152646
Hungary,Netherlands,1.401061502309375
Hungary,Ukraine,0.32355112587670726
Hungary,United Kingdom,-0.28268913918375066
Iceland,Armenia,-1.4051587301587303
Iceland,Australia,2.0662843415022714
Iceland,Austria,0.830564784053156
Iceland,Azerbaijan,-1.0196546948985972
Iceland,Belgium,2.012998843262001
Iceland,Bulgaria,-2.653409574921203
Iceland,Croatia,-0.39515455304928987
Iceland,Cyprus,-1.7632446774250519
Iceland,Czechia,1.6760670731707317
Iceland,France,1.001613651539231
Iceland,Georgia,-0.5714285714285714
Iceland,Germany,0.7296142488002952
Iceland,Hungary,-1.4880029531192323
Iceland,Israel,-0.4239048907228146
Iceland,Italy,-2.029446809415378
Iceland,Latvia,-1.5
Iceland,Lithuania,-0.23944064656273967
Iceland,Malta,0.3087048452902112
Iceland,Poland,3.245379072681704
Iceland,Russia,-3.37018672384526
Iceland,Serbia,-2.3387170449138686
Iceland,Spain,-0.7947384058558193
Iceland,Sweden,5.203384279576604
Iceland,Netherlands,1.0923743348729167
Iceland,Ukraine,-1.9706974465083402
Iceland,United Kingdom,0.2157072405441662
Ireland,Armenia,-1.4051587301587303
Ireland,Australia,1.5900675255921994
Ireland,Austria,-1.1694352159468437
Ireland,Azerbaijan,-1.2196546948985971
Ireland,Belgium,-0.18700115673799886
Ireland,Bulgaria,-0.9034095749212028
Ireland,Croatia,-0.39515455304928987
Ireland,Cyprus,-0.9632446774250518
Ireland,Czechia,0.4260670731707317
Ireland,France,-1.112152494256862
Ireland,Georgia,-0.5714285714285714
Ireland,Germany,0.7296142488002952
Ireland,Hungary,-1.4880029531192323
Ireland,Israel,-1.1646575843742752
Ireland,Italy,-2.9378633829144323
Ireland,Latvia,5.5
Ireland,Lithuania,8.366342219591914
Ireland,Malta,0.6420381786235444
Ireland,Poland,5.995379072681704
Ireland,Russia,-1.3701867238452603
Ireland,Serbia,-2.3387170449138686
Ireland,Spain,-0.461405072522486
Ireland,Sweden,-1.0823300061376817
Ireland,Netherlands,0.25904100153958337
Ireland,Ukraine,-0.47069744650834
Ireland,United Kingdom,3.3823739072108334
Israel,Armenia,0.8474467418546365
Israel,Australia,0.5900675255921994
Israel,Austria,-0.16943521594684388
Israel,Azerbaijan,0.18034530510140265
Israel,Belgium,-0.12190934065934057
Israel,Bulgaria,0.5965904250787972
Israel,Croatia,-0.06182121971595652
Israel,Cyprus,-1.5632446774250517
Israel,Czechia,1.5566431322207959
Israel,France,2.8587565086820885
Israel,Georgia,-0.5714285714285714
Israel,Germany,-0.103719084533038
Israel,Hungary,-1.8213362864525655
Israel,Italy,0.6848389048703364
Israel,Latvia,-1.5
Israel,Lithuania,-1.9894406465627397
